ALGORITHM, GESTURE, # OF SELECTED FEATURES, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Triangle, 3, 8, 0.98, 0.82, 14, 213, 213, 0, 5, 9, 0.00, 0.36, 0.26
RF-501, Triangle, 3, 9, 0.97, 0.96, 17, 210, 205, 5, 1, 16, 0.02, 0.06, 0.06
RF-501, Triangle, 3, 10, 0.99, 0.94, 16, 211, 210, 1, 2, 14, 0.00, 0.12, 0.11
RF-501, Triangle, 3, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, 3, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 3, 13, 0.99, 0.93, 21, 206, 206, 0, 3, 18, 0.00, 0.14, 0.13
RF-501, Triangle, 3, 14, 1.00, 1.00, 9, 218, 217, 1, 0, 9, 0.00, 0.00, 0.00
RF-501, Triangle, 3, 15, 0.98, 0.89, 14, 213, 211, 2, 3, 11, 0.01, 0.21, 0.18
RF-501, Turn, 3, 1, 0.92, 0.78, 35, 168, 167, 1, 15, 20, 0.01, 0.43, 0.30
RF-501, Turn, 3, 2, 0.98, 0.83, 12, 191, 191, 0, 4, 8, 0.00, 0.33, 0.25
RF-501, Turn, 3, 3, 0.90, 0.71, 19, 184, 173, 11, 10, 9, 0.06, 0.53, 0.36
RF-501, Turn, 3, 4, 1.00, 1.00, 15, 188, 187, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Turn, 3, 5, 0.98, 0.83, 12, 191, 191, 0, 4, 8, 0.00, 0.33, 0.25
RF-501, Turn, 3, 6, 0.94, 0.83, 16, 187, 180, 7, 5, 11, 0.04, 0.31, 0.25
RF-501, Turn, 3, 7, 0.99, 0.83, 9, 194, 194, 0, 3, 6, 0.00, 0.33, 0.25
RF-501, Turn, 3, 8, 0.95, 0.64, 10, 193, 189, 4, 7, 3, 0.02, 0.70, 0.42
RF-501, Turn, 3, 9, 0.94, 0.67, 8, 195, 187, 8, 5, 3, 0.04, 0.62, 0.39
RF-501, Turn, 3, 10, 0.97, 0.71, 7, 196, 193, 3, 4, 3, 0.02, 0.57, 0.37
RF-501, Turn, 3, 11, 0.99, 0.93, 8, 195, 193, 2, 1, 7, 0.01, 0.12, 0.11
RF-501, Turn, 3, 12, 0.96, 0.78, 14, 189, 187, 2, 6, 8, 0.01, 0.43, 0.30
RF-501, Turn, 3, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 3, 14, 0.91, 0.69, 19, 184, 176, 8, 11, 8, 0.04, 0.58, 0.38
RF-501, Turn, 3, 15, 0.96, 0.81, 14, 189, 186, 3, 5, 9, 0.02, 0.36, 0.27
RF-501, Square, 3, 1, 0.98, 0.93, 16, 229, 225, 4, 2, 14, 0.02, 0.12, 0.11
RF-501, Square, 3, 2, 0.98, 0.92, 24, 221, 221, 0, 4, 20, 0.00, 0.17, 0.14
RF-501, Square, 3, 3, 0.98, 0.90, 16, 229, 227, 2, 3, 13, 0.01, 0.19, 0.16
RF-501, Square, 3, 4, 0.97, 0.77, 15, 230, 230, 0, 7, 8, 0.00, 0.47, 0.32
RF-501, Square, 3, 5, 0.96, 0.76, 13, 232, 228, 4, 6, 7, 0.02, 0.46, 0.32
RF-501, Square, 3, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 3, 7, 0.96, 0.79, 17, 228, 226, 2, 7, 10, 0.01, 0.41, 0.29
RF-501, Square, 3, 8, 0.96, 0.79, 20, 225, 222, 3, 8, 12, 0.01, 0.40, 0.29
RF-501, Square, 3, 9, 0.96, 0.82, 12, 233, 228, 5, 4, 8, 0.02, 0.33, 0.25
RF-501, Square, 3, 10, 0.98, 0.81, 11, 234, 232, 2, 4, 7, 0.01, 0.36, 0.27
RF-501, Square, 3, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 3, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 3, 13, 1.00, 0.97, 20, 225, 225, 0, 1, 19, 0.00, 0.05, 0.05
RF-501, Square, 3, 14, 0.96, 0.61, 13, 232, 231, 1, 10, 3, 0.00, 0.77, 0.44
RF-501, Square, 3, 15, 0.96, 0.78, 21, 224, 222, 2, 9, 12, 0.01, 0.43, 0.30
RF-501, Circle, 4, 1, 0.96, 0.77, 15, 169, 169, 0, 7, 8, 0.00, 0.47, 0.32
RF-501, Circle, 4, 2, 0.96, 0.82, 19, 165, 165, 0, 7, 12, 0.00, 0.37, 0.27
RF-501, Circle, 4, 3, 0.98, 0.99, 17, 167, 164, 3, 0, 17, 0.02, 0.00, 0.02
RF-501, Circle, 4, 4, 0.97, 0.73, 11, 173, 173, 0, 6, 5, 0.00, 0.55, 0.35
RF-501, Circle, 4, 5, 0.98, 0.91, 12, 172, 171, 1, 2, 10, 0.01, 0.17, 0.14
RF-501, Circle, 4, 6, 0.99, 0.94, 16, 168, 168, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Circle, 4, 7, 0.97, 0.79, 14, 170, 170, 0, 6, 8, 0.00, 0.43, 0.30
RF-501, Circle, 4, 8, 0.93, 0.86, 9, 175, 165, 10, 2, 7, 0.06, 0.22, 0.19
RF-501, Circle, 4, 9, 0.95, 0.79, 17, 167, 165, 2, 7, 10, 0.01, 0.41, 0.29
RF-501, Circle, 4, 10, 0.98, 0.81, 8, 176, 176, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Circle, 4, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 4, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 4, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 4, 14, 0.99, 1.00, 16, 168, 167, 1, 0, 16, 0.01, 0.00, 0.01
RF-501, Circle, 4, 15, 0.98, 0.91, 11, 173, 172, 1, 2, 9, 0.01, 0.18, 0.15
RF-501, Updown, 4, 1, 0.99, 0.99, 14, 152, 150, 2, 0, 14, 0.01, 0.00, 0.01
RF-501, Updown, 4, 2, 0.98, 0.93, 15, 151, 150, 1, 2, 13, 0.01, 0.13, 0.12
RF-501, Updown, 4, 3, 0.99, 1.00, 15, 151, 150, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Updown, 4, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 4, 5, 0.99, 0.95, 10, 156, 155, 1, 1, 9, 0.01, 0.10, 0.09
RF-501, Updown, 4, 6, 0.97, 0.88, 13, 153, 151, 2, 3, 10, 0.01, 0.23, 0.19
RF-501, Updown, 4, 7, 0.99, 0.91, 6, 160, 159, 1, 1, 5, 0.01, 0.17, 0.14
RF-501, Updown, 4, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 4, 9, 0.99, 0.96, 14, 152, 152, 0, 1, 13, 0.00, 0.07, 0.07
RF-501, Updown, 4, 10, 0.96, 0.75, 10, 156, 155, 1, 5, 5, 0.01, 0.50, 0.33
RF-501, Updown, 4, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 4, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 4, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 4, 14, 0.97, 0.83, 15, 151, 151, 0, 5, 10, 0.00, 0.33, 0.25
RF-501, Updown, 4, 15, 0.98, 0.92, 19, 147, 146, 1, 3, 16, 0.01, 0.16, 0.14
RF-501, Tilt, 4, 1, 0.99, 0.94, 16, 185, 185, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Tilt, 4, 2, 0.98, 0.95, 25, 176, 174, 2, 2, 23, 0.01, 0.08, 0.07
RF-501, Tilt, 4, 3, 0.99, 0.96, 16, 185, 183, 2, 1, 15, 0.01, 0.06, 0.06
RF-501, Tilt, 4, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, 4, 5, 1.00, 1.00, 7, 194, 194, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, 4, 6, 0.97, 0.84, 10, 191, 187, 4, 3, 7, 0.02, 0.30, 0.23
RF-501, Tilt, 4, 7, 0.98, 0.83, 12, 189, 188, 1, 4, 8, 0.01, 0.33, 0.25
RF-501, Tilt, 4, 8, 0.96, 0.81, 16, 185, 183, 2, 6, 10, 0.01, 0.38, 0.27
RF-501, Tilt, 4, 9, 0.97, 0.83, 9, 192, 189, 3, 3, 6, 0.02, 0.33, 0.25
RF-501, Tilt, 4, 10, 1.00, 1.00, 8, 193, 193, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, 4, 11, 0.98, 0.80, 10, 191, 191, 0, 4, 6, 0.00, 0.40, 0.29
RF-501, Tilt, 4, 12, 0.98, 0.85, 10, 191, 190, 1, 3, 7, 0.01, 0.30, 0.23
RF-501, Tilt, 4, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 4, 14, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Tilt, 4, 15, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Triangle, 4, 1, 0.99, 0.93, 15, 212, 212, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Triangle, 4, 2, 1.00, 1.00, 26, 201, 201, 0, 0, 26, 0.00, 0.00, 0.00
RF-501, Triangle, 4, 3, 0.99, 0.94, 16, 211, 211, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Triangle, 4, 4, 0.98, 0.94, 18, 209, 206, 3, 2, 16, 0.01, 0.11, 0.10
RF-501, Triangle, 4, 5, 1.00, 0.96, 13, 214, 214, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Triangle, 4, 6, 1.00, 1.00, 13, 214, 214, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, 4, 7, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, 4, 8, 0.99, 0.89, 14, 213, 213, 0, 3, 11, 0.00, 0.21, 0.18
RF-501, Triangle, 4, 9, 0.97, 0.93, 17, 210, 206, 4, 2, 15, 0.02, 0.12, 0.11
RF-501, Triangle, 4, 10, 0.99, 0.94, 16, 211, 211, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Triangle, 4, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, 4, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 4, 13, 0.99, 0.95, 21, 206, 206, 0, 2, 19, 0.00, 0.10, 0.09
RF-501, Triangle, 4, 14, 0.99, 1.00, 9, 218, 216, 2, 0, 9, 0.01, 0.00, 0.01
RF-501, Triangle, 4, 15, 0.98, 0.85, 14, 213, 212, 1, 4, 10, 0.00, 0.29, 0.22
RF-501, Turn, 4, 1, 0.94, 0.83, 35, 168, 168, 0, 12, 23, 0.00, 0.34, 0.26
RF-501, Turn, 4, 2, 0.98, 0.87, 12, 191, 189, 2, 3, 9, 0.01, 0.25, 0.20
RF-501, Turn, 4, 3, 0.97, 0.89, 19, 184, 181, 3, 4, 15, 0.02, 0.21, 0.18
RF-501, Turn, 4, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 4, 5, 0.99, 0.92, 12, 191, 191, 0, 2, 10, 0.00, 0.17, 0.14
RF-501, Turn, 4, 6, 0.96, 0.83, 16, 187, 183, 4, 5, 11, 0.02, 0.31, 0.24
RF-501, Turn, 4, 7, 0.98, 0.83, 9, 194, 192, 2, 3, 6, 0.01, 0.33, 0.25
RF-501, Turn, 4, 8, 0.96, 0.64, 10, 193, 191, 2, 7, 3, 0.01, 0.70, 0.41
RF-501, Turn, 4, 9, 0.97, 0.74, 8, 195, 193, 2, 4, 4, 0.01, 0.50, 0.34
RF-501, Turn, 4, 10, 0.98, 0.78, 7, 196, 194, 2, 3, 4, 0.01, 0.43, 0.30
RF-501, Turn, 4, 11, 0.99, 0.93, 8, 195, 193, 2, 1, 7, 0.01, 0.12, 0.11
RF-501, Turn, 4, 12, 0.98, 0.89, 14, 189, 187, 2, 3, 11, 0.01, 0.21, 0.18
RF-501, Turn, 4, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 4, 14, 0.97, 0.89, 19, 184, 182, 2, 4, 15, 0.01, 0.21, 0.18
RF-501, Turn, 4, 15, 0.97, 0.85, 14, 189, 186, 3, 4, 10, 0.02, 0.29, 0.23
RF-501, Square, 4, 1, 0.98, 0.84, 16, 229, 229, 0, 5, 11, 0.00, 0.31, 0.24
RF-501, Square, 4, 2, 0.99, 0.94, 24, 221, 221, 0, 3, 21, 0.00, 0.12, 0.11
RF-501, Square, 4, 3, 1.00, 0.97, 16, 229, 229, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Square, 4, 4, 0.98, 0.83, 15, 230, 230, 0, 5, 10, 0.00, 0.33, 0.25
RF-501, Square, 4, 5, 0.97, 0.76, 13, 232, 230, 2, 6, 7, 0.01, 0.46, 0.32
RF-501, Square, 4, 6, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 4, 7, 0.97, 0.82, 17, 228, 227, 1, 6, 11, 0.00, 0.35, 0.26
RF-501, Square, 4, 8, 0.99, 0.99, 20, 225, 222, 3, 0, 20, 0.01, 0.00, 0.01
RF-501, Square, 4, 9, 0.98, 0.91, 12, 233, 230, 3, 2, 10, 0.01, 0.17, 0.14
RF-501, Square, 4, 10, 0.99, 0.91, 11, 234, 234, 0, 2, 9, 0.00, 0.18, 0.15
RF-501, Square, 4, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 4, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 4, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 4, 14, 0.98, 0.88, 13, 232, 230, 2, 3, 10, 0.01, 0.23, 0.19
RF-501, Square, 4, 15, 0.96, 0.83, 21, 224, 222, 2, 7, 14, 0.01, 0.33, 0.25
RF-501, Circle, 5, 1, 0.95, 0.70, 15, 169, 169, 0, 9, 6, 0.00, 0.60, 0.37
RF-501, Circle, 5, 2, 0.98, 0.89, 19, 165, 165, 0, 4, 15, 0.00, 0.21, 0.17
RF-501, Circle, 5, 3, 0.97, 0.93, 17, 167, 163, 4, 2, 15, 0.02, 0.12, 0.11
RF-501, Circle, 5, 4, 0.98, 0.82, 11, 173, 173, 0, 4, 7, 0.00, 0.36, 0.27
RF-501, Circle, 5, 5, 0.98, 0.95, 12, 172, 170, 2, 1, 11, 0.01, 0.08, 0.08
RF-501, Circle, 5, 6, 0.99, 0.97, 16, 168, 168, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Circle, 5, 7, 0.96, 0.75, 14, 170, 170, 0, 7, 7, 0.00, 0.50, 0.33
RF-501, Circle, 5, 8, 0.95, 0.81, 9, 175, 168, 7, 3, 6, 0.04, 0.33, 0.26
RF-501, Circle, 5, 9, 0.97, 0.82, 17, 167, 167, 0, 6, 11, 0.00, 0.35, 0.26
RF-501, Circle, 5, 10, 0.98, 0.81, 8, 176, 176, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Circle, 5, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 5, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 5, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 5, 14, 0.99, 0.97, 16, 168, 167, 1, 1, 15, 0.01, 0.06, 0.06
RF-501, Circle, 5, 15, 0.97, 0.86, 11, 173, 171, 2, 3, 8, 0.01, 0.27, 0.22
RF-501, Updown, 5, 1, 0.99, 0.99, 14, 152, 150, 2, 0, 14, 0.01, 0.00, 0.01
RF-501, Updown, 5, 2, 0.99, 0.96, 15, 151, 150, 1, 1, 14, 0.01, 0.07, 0.06
RF-501, Updown, 5, 3, 0.99, 1.00, 15, 151, 150, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Updown, 5, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 5, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 5, 6, 0.98, 0.88, 13, 153, 152, 1, 3, 10, 0.01, 0.23, 0.19
RF-501, Updown, 5, 7, 0.99, 0.91, 6, 160, 159, 1, 1, 5, 0.01, 0.17, 0.14
RF-501, Updown, 5, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, 5, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, 5, 10, 0.98, 0.80, 10, 156, 156, 0, 4, 6, 0.00, 0.40, 0.29
RF-501, Updown, 5, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, 5, 12, 1.00, 1.00, 5, 161, 161, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, 5, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, 5, 14, 0.99, 0.96, 15, 151, 150, 1, 1, 14, 0.01, 0.07, 0.06
RF-501, Updown, 5, 15, 0.98, 0.92, 19, 147, 147, 0, 3, 16, 0.00, 0.16, 0.14
RF-501, Tilt, 5, 1, 0.99, 0.94, 16, 185, 185, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Tilt, 5, 2, 0.99, 0.99, 25, 176, 174, 2, 0, 25, 0.01, 0.00, 0.01
RF-501, Tilt, 5, 3, 1.00, 0.97, 16, 185, 185, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Tilt, 5, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, 5, 5, 1.00, 1.00, 7, 194, 193, 1, 0, 7, 0.01, 0.00, 0.01
RF-501, Tilt, 5, 6, 0.99, 0.90, 10, 191, 191, 0, 2, 8, 0.00, 0.20, 0.17
RF-501, Tilt, 5, 7, 0.99, 0.92, 12, 189, 189, 0, 2, 10, 0.00, 0.17, 0.14
RF-501, Tilt, 5, 8, 0.98, 0.84, 16, 185, 185, 0, 5, 11, 0.00, 0.31, 0.24
RF-501, Tilt, 5, 9, 0.99, 0.99, 9, 192, 189, 3, 0, 9, 0.02, 0.00, 0.02
RF-501, Tilt, 5, 10, 1.00, 1.00, 8, 193, 193, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, 5, 11, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 5, 12, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 5, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, 5, 14, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Tilt, 5, 15, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Triangle, 5, 1, 0.99, 0.93, 15, 212, 212, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Triangle, 5, 2, 1.00, 1.00, 26, 201, 201, 0, 0, 26, 0.00, 0.00, 0.00
RF-501, Triangle, 5, 3, 0.99, 0.94, 16, 211, 211, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Triangle, 5, 4, 0.99, 0.97, 18, 209, 208, 1, 1, 17, 0.00, 0.06, 0.05
RF-501, Triangle, 5, 5, 1.00, 1.00, 13, 214, 214, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, 5, 6, 1.00, 1.00, 13, 214, 214, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, 5, 7, 1.00, 0.97, 18, 209, 209, 0, 1, 17, 0.00, 0.06, 0.05
RF-501, Triangle, 5, 8, 0.99, 0.89, 14, 213, 213, 0, 3, 11, 0.00, 0.21, 0.18
RF-501, Triangle, 5, 9, 0.98, 0.91, 17, 210, 208, 2, 3, 14, 0.01, 0.18, 0.15
RF-501, Triangle, 5, 10, 0.99, 0.94, 16, 211, 211, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Triangle, 5, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, 5, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, 5, 13, 0.99, 0.95, 21, 206, 206, 0, 2, 19, 0.00, 0.10, 0.09
RF-501, Triangle, 5, 14, 0.99, 1.00, 9, 218, 216, 2, 0, 9, 0.01, 0.00, 0.01
RF-501, Triangle, 5, 15, 0.98, 0.86, 14, 213, 213, 0, 4, 10, 0.00, 0.29, 0.22
RF-501, Turn, 5, 1, 0.97, 0.91, 35, 168, 167, 1, 6, 29, 0.01, 0.17, 0.15
RF-501, Turn, 5, 2, 0.97, 0.83, 12, 191, 188, 3, 4, 8, 0.02, 0.33, 0.25
RF-501, Turn, 5, 3, 0.98, 0.92, 19, 184, 183, 1, 3, 16, 0.01, 0.16, 0.14
RF-501, Turn, 5, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, 5, 5, 0.99, 0.92, 12, 191, 191, 0, 2, 10, 0.00, 0.17, 0.14
RF-501, Turn, 5, 6, 0.96, 0.81, 16, 187, 185, 2, 6, 10, 0.01, 0.38, 0.27
RF-501, Turn, 5, 7, 0.99, 0.83, 9, 194, 194, 0, 3, 6, 0.00, 0.33, 0.25
RF-501, Turn, 5, 8, 0.99, 0.90, 10, 193, 193, 0, 2, 8, 0.00, 0.20, 0.17
RF-501, Turn, 5, 9, 1.00, 0.94, 8, 195, 195, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Turn, 5, 10, 1.00, 1.00, 7, 196, 195, 1, 0, 7, 0.01, 0.00, 0.01
RF-501, Turn, 5, 11, 0.99, 0.93, 8, 195, 193, 2, 1, 7, 0.01, 0.12, 0.11
RF-501, Turn, 5, 12, 0.98, 0.92, 14, 189, 187, 2, 2, 12, 0.01, 0.14, 0.13
RF-501, Turn, 5, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, 5, 14, 0.98, 0.92, 19, 184, 183, 1, 3, 16, 0.01, 0.16, 0.14
RF-501, Turn, 5, 15, 0.99, 0.89, 14, 189, 189, 0, 3, 11, 0.00, 0.21, 0.18
RF-501, Square, 5, 1, 0.98, 0.87, 16, 229, 228, 1, 4, 12, 0.00, 0.25, 0.20
RF-501, Square, 5, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, 5, 3, 1.00, 0.97, 16, 229, 229, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Square, 5, 4, 0.98, 0.83, 15, 230, 230, 0, 5, 10, 0.00, 0.33, 0.25
RF-501, Square, 5, 5, 0.97, 0.77, 13, 232, 231, 1, 6, 7, 0.00, 0.46, 0.32
RF-501, Square, 5, 6, 1.00, 0.97, 15, 230, 230, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Square, 5, 7, 0.99, 0.91, 17, 228, 228, 0, 3, 14, 0.00, 0.18, 0.15
RF-501, Square, 5, 8, 0.98, 0.95, 20, 225, 223, 2, 2, 18, 0.01, 0.10, 0.09
RF-501, Square, 5, 9, 0.98, 0.87, 12, 233, 230, 3, 3, 9, 0.01, 0.25, 0.20
RF-501, Square, 5, 10, 1.00, 0.95, 11, 234, 234, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Square, 5, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, 5, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, 5, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, 5, 14, 0.98, 0.88, 13, 232, 231, 1, 3, 10, 0.00, 0.23, 0.19
RF-501, Square, 5, 15, 0.98, 0.90, 21, 224, 223, 1, 4, 17, 0.00, 0.19, 0.16
RF-501, Circle, 6, 1, 0.95, 0.70, 15, 169, 169, 0, 9, 6, 0.00, 0.60, 0.37
RF-501, Circle, 6, 2, 0.97, 0.87, 19, 165, 165, 0, 5, 14, 0.00, 0.26, 0.21
RF-501, Circle, 6, 3, 0.97, 0.93, 17, 167, 163, 4, 2, 15, 0.02, 0.12, 0.11
RF-501, Circle, 6, 4, 0.98, 0.86, 11, 173, 173, 0, 3, 8, 0.00, 0.27, 0.21
RF-501, Circle, 6, 5, 0.99, 0.96, 12, 172, 171, 1, 1, 11, 0.01, 0.08, 0.08
RF-501, Circle, 6, 6, 0.99, 0.97, 16, 168, 168, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Circle, 6, 7, 0.96, 0.78, 14, 170, 168, 2, 6, 8, 0.01, 0.43, 0.30
RF-501, Circle, 6, 8, 0.97, 0.93, 9, 175, 171, 4, 1, 8, 0.02, 0.11, 0.10
RF-501, Circle, 6, 9, 0.96, 0.79, 17, 167, 167, 0, 7, 10, 0.00, 0.41, 0.29
RF-501, Circle, 6, 10, 0.99, 0.94, 8, 176, 176, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Circle, 6, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, 6, 12, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 6, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, 6, 14, 0.99, 0.94, 16, 168, 168, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Circle, 6, 15, 0.98, 0.91, 11, 173, 172, 1, 2, 9, 0.01, 0.18, 0.15
RF-501, Updown, 6, 1, 0.99, 0.99, 14, 152, 150, 2, 0, 14, 0.01, 0.00, 0.01
RF-501, Updown, 6, 2, 0.99, 0.97, 15, 151, 151, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Updown, 6, 3, 0.99, 1.00, 15, 151, 150, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Updown, 6, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, 6, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, 6, 6, 0.99, 0.92, 13, 153, 153, 0, 2, 11, 0.00, 0.15, 0.13
